order_id,customer_id,product_id,category,price,cost,quantity,discount,delivery_days,order_date,return_date,is_returned,return_reason,revenue,nominal_profit,profit_after_return,location,customer_age,customer_tenure_months
O508,C349,P108,Home,266.21,225.02,1,0.07,6,2023-05-04,,0,,247.58,22.56,22.56,North,29,32
O509,C399,P14,Sports,19.58,9.91,1,0.2,5,2023-05-21,,0,,15.66,5.75,5.75,North,59,11
O510,C276,P152,Sports,54.96,47.6,1,0.04,6,2023-06-10,,0,,52.76,5.16,5.16,East,62,27
O511,C429,P41,Apparel,282.75,184.96,2,0.05,2,2023-05-25,,0,,537.22,167.3,167.3,East,61,55
O512,C401,P150,Toys,204.89,133.93,1,0.09,2,2023-09-28,,0,,186.45,52.52,52.52,South,34,16
O513,C284,P148,Sports,177.87,159.79,2,0.25,1,2023-11-19,,0,,266.8,-52.77,-52.77,South,18,53
O514,C26,P20,Beauty,170.34,149.48,1,0.16,7,2023-08-06,,0,,143.09,-6.39,-6.39,South,54,17
O515,C140,P111,Home,105.92,91.42,1,0.2,5,2024-04-21,,0,,84.74,-6.68,-6.68,North,49,2
O516,C34,P34,Beauty,258.92,157.83,1,0.07,2,2023-02-17,,0,,240.8,82.97,82.97,South,46,47
O517,C196,P33,Beauty,211.79,123.4,1,0.13,4,2024-05-09,,0,,184.26,60.86,60.86,East,19,52
O518,C319,P51,Toys,60.74,53.88,1,0.24,9,2023-05-04,,0,,46.16,-7.72,-7.72,North,26,47
O519,C363,P200,Toys,37.31,29.49,1,0.02,9,2024-05-31,,0,,36.56,7.07,7.07,West,35,39
O520,C384,P171,Beauty,291.17,161.1,2,0.02,2,2024-04-03,,0,,570.69,248.49,248.49,North,24,9
O521,C193,P174,Toys,125.66,83.77,2,0.04,7,2023-11-01,,0,,241.27,73.73,73.73,East,53,36
O522,C246,P142,Electronics,66.34,39.88,1,0.06,4,2023-05-10,,0,,62.36,22.48,22.48,South,40,20
O523,C204,P105,Apparel,298.42,210.48,1,0.01,3,2023-11-28,,0,,295.44,84.96,84.96,East,20,15
O524,C159,P148,Sports,177.87,159.79,1,0.0,1,2024-05-26,,0,,177.87,18.08,18.08,East,64,10
O525,C344,P32,Electronics,157.38,119.7,1,0.23,5,2024-03-08,,0,,121.18,1.48,1.48,South,66,28
O526,C418,P60,Beauty,90.87,76.95,1,0.29,4,2023-02-23,,0,,64.52,-12.43,-12.43,North,66,25
O527,C65,P144,Sports,125.07,66.31,1,0.16,4,2024-08-16,2024-08-25,1,Damaged,105.06,38.75,-78.9,East,28,8
O528,C165,P182,Apparel,26.88,21.8,1,0.21,1,2023-12-05,2023-12-19,1,Damaged,21.24,-0.56,-17.34,West,64,30
O529,C47,P155,Beauty,259.52,170.71,1,0.12,2,2024-07-31,,0,,228.38,57.67,57.67,North,53,29
O530,C352,P32,Electronics,157.38,119.7,2,0.19,2,2023-01-08,,0,,254.96,15.56,15.56,East,36,2
O531,C152,P184,Toys,138.28,123.64,1,0.08,3,2023-07-10,,0,,127.22,3.58,3.58,North,46,45
O532,C178,P39,Beauty,111.11,70.51,1,0.19,1,2024-02-15,,0,,90.0,19.49,19.49,South,54,22
O533,C225,P194,Sports,23.84,12.64,1,0.29,1,2023-11-11,,0,,16.93,4.29,4.29,South,49,11
O534,C164,P34,Beauty,258.92,157.83,1,0.07,4,2023-04-26,2023-05-05,1,Size Issue,240.8,82.97,-168.88,South,45,15
O535,C96,P36,Toys,73.87,48.08,1,0.13,8,2023-03-20,,0,,64.27,16.19,16.19,North,58,24
O536,C229,P199,Home,36.62,26.88,2,0.2,9,2024-05-28,,0,,58.59,4.83,4.83,South,34,47
O537,C337,P49,Apparel,211.78,109.21,1,0.08,3,2024-01-17,,0,,194.84,85.63,85.63,North,47,57
O538,C411,P138,Toys,187.34,117.85,1,0.03,5,2023-05-01,,0,,181.72,63.87,63.87,North,60,11
O539,C201,P68,Beauty,237.75,166.1,1,0.0,9,2023-06-09,2023-06-23,1,Not as described,237.75,71.65,-161.7,South,28,33
O540,C123,P78,Electronics,298.39,206.79,1,0.22,9,2023-11-27,,0,,232.74,25.95,25.95,West,31,23
O541,C459,P34,Beauty,258.92,157.83,2,0.07,1,2024-02-09,2024-02-17,1,Size Issue,481.59,165.93,-330.76,West,66,31
O542,C87,P37,Toys,216.23,111.48,1,0.03,4,2023-11-20,,0,,209.74,98.26,98.26,North,39,56
O543,C496,P144,Sports,125.07,66.31,1,0.02,8,2024-01-26,,0,,122.57,56.26,56.26,North,68,15
O544,C444,P97,Beauty,197.08,164.52,1,0.26,7,2024-01-01,,0,,145.84,-18.68,-18.68,West,46,59
O545,C250,P97,Beauty,197.08,164.52,2,0.05,7,2023-07-15,,0,,374.45,45.41,45.41,West,35,5
O546,C258,P14,Sports,19.58,9.91,1,0.11,2,2024-06-07,2024-06-10,1,Size Issue,17.43,7.52,-19.47,South,54,35
O547,C340,P153,Home,294.73,260.39,1,0.13,1,2023-08-07,,0,,256.42,-3.97,-3.97,West,29,15
O548,C469,P17,Toys,207.4,148.45,2,0.23,4,2023-04-22,,0,,319.4,22.5,22.5,North,65,50
O549,C170,P3,Home,127.11,72.47,1,0.18,7,2023-10-14,2023-10-20,1,Damaged,104.23,31.76,-75.0,North,41,20
O550,C388,P27,Beauty,295.19,162.77,1,0.21,5,2024-05-04,,0,,233.2,70.43,70.43,South,25,41
O551,C344,P101,Sports,154.77,91.16,1,0.08,6,2024-05-20,,0,,142.39,51.23,51.23,South,66,28
O552,C52,P121,Electronics,124.46,74.86,1,0.23,4,2023-05-19,,0,,95.83,20.97,20.97,East,32,12
O553,C174,P103,Apparel,232.88,199.52,1,0.2,3,2023-03-03,,0,,186.3,-13.22,-13.22,East,60,4
O554,C293,P116,Electronics,98.65,64.24,1,0.03,4,2023-03-16,,0,,95.69,31.45,31.45,South,28,14
O555,C89,P60,Beauty,90.87,76.95,1,0.17,6,2024-02-13,,0,,75.42,-1.53,-1.53,West,45,34
O556,C291,P147,Beauty,18.01,11.13,1,0.0,2,2023-04-05,,0,,18.01,6.88,6.88,South,28,25
O557,C139,P194,Sports,23.84,12.64,1,0.09,8,2024-01-12,2024-01-20,1,Not as described,21.69,9.05,-22.37,North,20,39
O558,C477,P3,Home,127.11,72.47,1,0.09,3,2023-12-30,,0,,115.67,43.2,43.2,East,21,34
O559,C286,P130,Apparel,103.54,68.35,2,0.23,5,2024-02-14,,0,,159.45,22.75,22.75,West,53,58
O560,C82,P171,Beauty,291.17,161.1,1,0.24,6,2024-01-19,,0,,221.29,60.19,60.19,West,41,32
O561,C110,P85,Toys,219.07,192.45,1,0.13,8,2023-03-19,,0,,190.59,-1.86,-1.86,South,36,53
O562,C41,P81,Electronics,153.23,82.24,1,0.22,2,2023-06-25,2023-06-29,1,Damaged,119.52,37.28,-85.4,North,18,11
O563,C238,P29,Apparel,246.77,204.39,1,0.22,4,2023-11-03,2023-11-08,1,Size Issue,192.48,-11.91,-97.29,North,39,56
O564,C392,P108,Home,266.21,225.02,2,0.25,4,2023-09-03,,0,,399.31,-50.73,-50.73,North,35,8
O565,C282,P17,Toys,207.4,148.45,1,0.11,4,2024-08-01,,0,,184.59,36.14,36.14,East,19,29
O566,C70,P25,Toys,242.91,187.25,2,0.19,9,2023-03-03,,0,,393.51,19.01,19.01,South,44,18
O567,C427,P159,Toys,165.75,125.76,1,0.27,9,2024-08-13,,0,,121.0,-4.76,-4.76,West,62,8
O568,C83,P4,Sports,28.82,14.61,1,0.13,9,2023-02-18,,0,,25.07,10.46,10.46,South,50,29
O569,C403,P75,Toys,98.56,63.27,1,0.0,5,2024-05-04,,0,,98.56,35.29,35.29,South,48,6
O570,C267,P199,Home,36.62,26.88,2,0.2,1,2023-09-01,,0,,58.59,4.83,4.83,South,48,27
O571,C325,P67,Electronics,281.33,200.79,1,0.13,8,2023-11-10,,0,,244.76,43.97,43.97,South,60,25
O572,C125,P153,Home,294.73,260.39,1,0.27,3,2023-11-08,,0,,215.15,-45.24,-45.24,North,64,10
O573,C139,P108,Home,266.21,225.02,1,0.2,6,2023-05-18,,0,,212.97,-12.05,-12.05,North,20,39
O574,C451,P64,Toys,127.31,101.33,1,0.24,7,2023-04-14,,0,,96.76,-4.57,-4.57,North,27,54
O575,C215,P60,Beauty,90.87,76.95,1,0.05,5,2024-06-07,,0,,86.33,9.38,9.38,South,52,4
O576,C265,P105,Apparel,298.42,210.48,1,0.15,3,2023-09-13,,0,,253.66,43.18,43.18,South,38,44
O577,C443,P140,Apparel,11.5,10.0,1,0.01,2,2024-03-20,,0,,11.38,1.38,1.38,North,69,41
O578,C103,P140,Apparel,11.5,10.0,1,0.23,4,2023-07-16,,0,,8.86,-1.14,-1.14,East,24,59
O579,C178,P3,Home,127.11,72.47,1,0.26,4,2024-02-27,,0,,94.06,21.59,21.59,South,54,22
O580,C205,P184,Toys,138.28,123.64,2,0.13,9,2023-09-12,,0,,240.61,-6.67,-6.67,West,40,32
O581,C55,P143,Beauty,30.57,23.79,1,0.26,4,2024-08-03,,0,,22.62,-1.17,-1.17,West,26,15
O582,C468,P135,Apparel,95.99,78.79,1,0.01,4,2023-08-18,,0,,95.03,16.24,16.24,South,42,24
O583,C331,P90,Sports,82.63,74.23,1,0.2,3,2023-12-02,,0,,66.1,-8.13,-8.13,East,20,22
O584,C25,P83,Beauty,116.28,83.89,1,0.21,9,2023-09-03,,0,,91.86,7.97,7.97,South,22,18
O585,C163,P82,Toys,61.86,45.84,2,0.26,5,2024-05-30,,0,,91.55,-0.13,-0.13,North,50,28
O586,C194,P81,Electronics,153.23,82.24,1,0.15,3,2024-07-13,,0,,130.25,48.01,48.01,South,46,59
O587,C95,P21,Sports,181.88,159.64,1,0.09,9,2023-08-20,2023-08-24,1,Size Issue,165.51,5.87,-92.69,South,37,6
O588,C193,P87,Apparel,167.34,91.26,1,0.3,2,2023-12-20,,0,,117.14,25.88,25.88,East,53,36
O589,C471,P8,Home,216.56,148.53,1,0.06,8,2024-07-15,,0,,203.57,55.04,55.04,East,63,51
O590,C476,P62,Sports,255.53,152.15,2,0.24,5,2023-10-14,,0,,388.41,84.11,84.11,West,41,53
O591,C268,P112,Apparel,170.3,125.47,1,0.3,8,2024-06-12,,0,,119.21,-6.26,-6.26,South,23,8
O592,C431,P14,Sports,19.58,9.91,2,0.06,1,2024-02-27,2024-03-06,1,Damaged,36.81,16.99,-33.9,South,52,55
O593,C196,P100,Sports,76.75,51.46,1,0.18,1,2023-06-18,,0,,62.94,11.48,11.48,East,19,52
O594,C249,P8,Home,216.56,148.53,1,0.09,3,2024-01-30,,0,,197.07,48.54,48.54,East,23,57
O595,C55,P168,Beauty,212.86,141.44,1,0.25,9,2024-01-22,,0,,159.65,18.21,18.21,West,26,15
O596,C122,P173,Toys,21.91,19.2,1,0.23,8,2024-03-04,,0,,16.87,-2.33,-2.33,North,18,31
O597,C13,P59,Beauty,64.73,47.4,3,0.24,8,2024-06-05,,0,,147.58,5.38,5.38,West,57,47
O598,C25,P58,Beauty,265.96,159.58,1,0.19,4,2023-12-20,2023-12-27,1,Not as described,215.43,55.85,-142.64,South,22,18
O599,C360,P34,Beauty,258.92,157.83,1,0.21,5,2024-01-25,,0,,204.55,46.72,46.72,North,23,52
O600,C25,P171,Beauty,291.17,161.1,1,0.22,9,2024-07-18,,0,,227.11,66.01,66.01,South,22,18
O601,C480,P156,Sports,82.57,44.81,2,0.25,4,2023-06-15,2023-06-27,1,Changed Mind,123.85,34.23,-86.04,North,54,15
O602,C454,P121,Electronics,124.46,74.86,1,0.02,7,2023-06-01,,0,,121.97,47.11,47.11,North,56,7
O603,C61,P97,Beauty,197.08,164.52,1,0.04,5,2024-03-28,,0,,189.2,24.68,24.68,South,52,34
O604,C477,P164,Toys,142.61,86.13,1,0.13,7,2023-08-17,,0,,124.07,37.94,37.94,East,21,34
O605,C307,P55,Electronics,298.91,218.31,1,0.1,6,2023-05-19,,0,,269.02,50.71,50.71,North,37,2
O606,C329,P89,Sports,194.54,173.08,1,0.09,2,2023-05-31,,0,,177.03,3.95,3.95,North,56,8
O607,C413,P34,Beauty,258.92,157.83,2,0.11,2,2023-01-01,,0,,460.88,145.22,145.22,North,43,54
O608,C42,P49,Apparel,211.78,109.21,1,0.22,6,2024-01-31,,0,,165.19,55.98,55.98,West,63,41
O609,C11,P133,Toys,215.58,153.35,1,0.24,4,2023-05-28,,0,,163.84,10.49,10.49,North,43,5
O610,C254,P126,Beauty,204.63,169.66,1,0.2,4,2024-06-04,2024-06-16,1,Not as described,163.7,-5.96,-85.87,North,58,58
O611,C65,P82,Toys,61.86,45.84,2,0.21,7,2024-08-21,,0,,97.74,6.06,6.06,East,28,8
O612,C218,P144,Sports,125.07,66.31,1,0.12,6,2023-03-21,,0,,110.06,43.75,43.75,West,61,13
O613,C386,P177,Beauty,82.75,44.11,1,0.23,5,2023-04-24,,0,,63.72,19.61,19.61,South,68,31
O614,C400,P102,Apparel,175.88,115.85,1,0.19,9,2023-01-20,,0,,142.46,26.61,26.61,North,56,20
O615,C450,P143,Beauty,30.57,23.79,1,0.01,3,2023-02-08,,0,,30.26,6.47,6.47,South,64,29
O616,C241,P56,Sports,289.97,229.85,1,0.3,3,2023-01-19,,0,,202.98,-26.87,-26.87,South,21,21
O617,C237,P148,Sports,177.87,159.79,1,0.09,8,2023-05-16,,0,,161.86,2.07,2.07,West,26,44
O618,C232,P92,Sports,293.88,233.58,1,0.29,7,2024-03-14,,0,,208.65,-24.93,-24.93,East,57,22
O619,C206,P184,Toys,138.28,123.64,1,0.06,8,2023-08-25,,0,,129.98,6.34,6.34,North,29,51
O620,C454,P106,Beauty,146.28,86.79,1,0.04,1,2023-10-18,2023-10-21,1,Not as described,140.43,53.64,-104.03,North,56,7
O621,C34,P23,Beauty,117.2,88.43,2,0.28,1,2023-06-16,,0,,168.77,-8.09,-8.09,South,46,47
O622,C205,P100,Sports,76.75,51.46,2,0.04,1,2023-10-28,,0,,147.36,44.44,44.44,West,40,32
O623,C75,P108,Home,266.21,225.02,1,0.25,8,2024-07-01,,0,,199.66,-25.36,-25.36,South,61,28
O624,C168,P152,Sports,54.96,47.6,3,0.08,6,2023-12-09,2023-12-14,1,Damaged,151.69,8.89,-87.29,North,52,22
O625,C32,P105,Apparel,298.42,210.48,1,0.05,6,2023-05-13,,0,,283.5,73.02,73.02,West,26,13
O626,C56,P173,Toys,21.91,19.2,2,0.01,5,2023-07-10,,0,,43.38,4.98,4.98,West,26,40
O627,C209,P56,Sports,289.97,229.85,1,0.3,5,2024-07-31,,0,,202.98,-26.87,-26.87,West,54,23
O628,C270,P167,Toys,129.29,79.11,1,0.17,9,2023-07-21,,0,,107.31,28.2,28.2,East,57,25
O629,C472,P167,Toys,129.29,79.11,1,0.1,6,2024-01-16,,0,,116.36,37.25,37.25,West,32,32
O630,C86,P76,Sports,150.83,133.14,1,0.06,5,2023-02-11,,0,,141.78,8.64,8.64,South,60,3
O631,C84,P161,Electronics,250.08,147.99,1,0.28,8,2024-01-27,,0,,180.06,32.07,32.07,West,66,51
O632,C167,P137,Electronics,84.3,60.9,1,0.21,2,2024-04-02,,0,,66.6,5.7,5.7,West,51,29
O633,C476,P140,Apparel,11.5,10.0,1,0.23,6,2024-04-30,2024-05-10,1,Not as described,8.86,-1.14,-10.86,West,41,53
O634,C33,P197,Electronics,44.85,35.88,1,0.05,8,2023-09-10,,0,,42.61,6.73,6.73,North,68,56
O635,C367,P190,Toys,159.84,83.98,3,0.26,9,2023-09-16,,0,,354.84,102.9,102.9,North,43,26
O636,C354,P167,Toys,129.29,79.11,1,0.08,9,2023-07-14,,0,,118.95,39.84,39.84,West,48,33
O637,C330,P30,Home,241.52,181.23,1,0.29,2,2023-09-06,,0,,171.48,-9.75,-9.75,East,52,11
O638,C181,P153,Home,294.73,260.39,1,0.01,5,2024-01-21,,0,,291.78,31.39,31.39,South,48,54
O639,C412,P52,Electronics,294.83,212.04,1,0.28,8,2024-05-31,,0,,212.28,0.24,0.24,South,57,18
O640,C376,P111,Home,105.92,91.42,1,0.03,1,2024-01-20,2024-02-03,1,Changed Mind,102.74,11.32,-64.03,West,34,49
O641,C327,P80,Electronics,15.24,8.13,2,0.09,7,2024-07-07,2024-07-17,1,Size Issue,27.74,11.48,-26.61,East,59,38
O642,C100,P53,Electronics,159.82,106.98,1,0.28,6,2024-04-20,,0,,115.07,8.09,8.09,West,45,28
O643,C242,P91,Electronics,181.06,94.58,3,0.16,1,2023-04-14,2023-04-25,1,Damaged,456.27,172.53,-321.4,North,43,47
O644,C134,P44,Home,252.94,152.85,1,0.25,2,2023-12-24,,0,,189.7,36.85,36.85,North,21,2
O645,C100,P65,Apparel,267.45,159.21,1,0.02,9,2023-08-06,2023-08-18,1,Changed Mind,262.1,102.89,-189.5,West,45,28
O646,C179,P123,Toys,279.7,203.79,1,0.16,6,2023-09-03,,0,,234.95,31.16,31.16,West,38,17
O647,C334,P109,Apparel,226.84,193.3,2,0.06,6,2023-07-22,2023-08-03,1,Size Issue,426.46,39.86,-240.16,South,61,41
O648,C392,P186,Beauty,37.22,29.77,1,0.27,8,2023-06-12,,0,,27.17,-2.6,-2.6,North,35,8
O649,C298,P189,Home,195.1,141.96,1,0.12,8,2023-08-14,,0,,171.69,29.73,29.73,North,52,36
O650,C453,P165,Apparel,254.19,173.18,1,0.19,8,2023-12-24,,0,,205.89,32.71,32.71,North,42,33
O651,C340,P126,Beauty,204.63,169.66,1,0.01,6,2023-09-20,2023-10-02,1,Size Issue,202.58,32.92,-124.75,West,29,15
O652,C12,P47,Electronics,70.63,45.16,1,0.12,6,2024-05-25,,0,,62.15,16.99,16.99,North,30,54
O653,C315,P136,Sports,131.74,117.4,1,0.07,9,2023-09-24,,0,,122.52,5.12,5.12,West,51,18
O654,C63,P80,Electronics,15.24,8.13,1,0.3,4,2023-06-22,,0,,10.67,2.54,2.54,East,42,15
O655,C76,P47,Electronics,70.63,45.16,1,0.09,8,2023-05-11,2023-05-25,1,Size Issue,64.27,19.11,-48.69,East,68,5
O656,C84,P21,Sports,181.88,159.64,1,0.08,6,2023-06-11,2023-06-24,1,Changed Mind,167.33,7.69,-94.51,West,66,51
O657,C77,P167,Toys,129.29,79.11,1,0.16,9,2023-06-01,,0,,108.6,29.49,29.49,South,41,13
O658,C121,P181,Apparel,209.66,139.32,3,0.02,9,2023-06-02,,0,,616.4,198.44,198.44,East,35,51
O659,C53,P8,Home,216.56,148.53,1,0.07,2,2023-11-21,,0,,201.4,52.87,52.87,East,38,42
O660,C96,P58,Beauty,265.96,159.58,1,0.28,9,2023-03-07,2023-03-12,1,Not as described,191.49,31.91,-118.7,North,58,24
O661,C142,P104,Apparel,22.65,12.65,1,0.22,1,2024-04-06,,0,,17.67,5.02,5.02,South,27,13
O662,C141,P133,Toys,215.58,153.35,1,0.14,9,2024-06-15,,0,,185.4,32.05,32.05,West,27,32
O663,C460,P45,Sports,205.95,143.84,1,0.26,5,2023-07-13,,0,,152.4,8.56,8.56,South,20,58
O664,C401,P181,Apparel,209.66,139.32,1,0.03,4,2024-08-21,,0,,203.37,64.05,64.05,South,34,16
O665,C387,P129,Home,95.63,56.9,1,0.18,9,2024-07-10,,0,,78.42,21.52,21.52,West,65,32
O666,C114,P164,Toys,142.61,86.13,1,0.14,3,2023-09-07,,0,,122.64,36.51,36.51,West,66,38
O667,C3,P104,Apparel,22.65,12.65,1,0.17,7,2023-08-01,,0,,18.8,6.15,6.15,East,23,26
O668,C205,P160,Beauty,104.73,68.63,1,0.09,4,2023-07-03,,0,,95.3,26.67,26.67,West,40,32
O669,C147,P198,Beauty,109.15,94.44,2,0.06,1,2024-04-03,,0,,205.2,16.32,16.32,South,40,17
O670,C187,P15,Electronics,110.07,96.13,1,0.13,5,2023-04-17,,0,,95.76,-0.37,-0.37,East,50,18
O671,C134,P106,Beauty,146.28,86.79,1,0.21,5,2024-02-08,,0,,115.56,28.77,28.77,North,21,2
O672,C214,P88,Toys,157.56,137.45,1,0.18,5,2024-01-26,2024-02-07,1,Not as described,129.2,-8.25,-67.47,East,61,29
O673,C153,P123,Toys,279.7,203.79,1,0.25,2,2023-02-11,,0,,209.77,5.98,5.98,East,25,35
O674,C78,P132,Sports,49.62,26.46,2,0.03,7,2023-01-25,2023-02-06,1,Size Issue,96.26,43.34,-76.8,East,42,17
O675,C115,P109,Apparel,226.84,193.3,2,0.03,3,2024-01-08,,0,,440.07,53.47,53.47,West,62,7
O676,C215,P87,Apparel,167.34,91.26,3,0.25,9,2024-08-17,,0,,376.52,102.73,102.73,South,52,4
O677,C72,P131,Home,256.11,176.99,3,0.25,1,2023-02-02,,0,,576.25,45.28,45.28,West,44,37
O678,C394,P174,Toys,125.66,83.77,2,0.08,3,2023-10-12,,0,,231.21,63.67,63.67,East,47,28
O679,C281,P55,Electronics,298.91,218.31,1,0.19,3,2023-01-25,2023-02-08,1,Size Issue,242.12,23.81,-139.96,West,63,3
O680,C11,P125,Home,70.59,56.96,1,0.21,3,2024-02-07,2024-02-13,1,Not as described,55.77,-1.19,-34.29,North,43,5
O681,C450,P59,Beauty,64.73,47.4,1,0.08,2,2023-01-04,,0,,59.55,12.15,12.15,South,64,29
O682,C445,P6,Electronics,81.59,67.13,1,0.0,7,2024-05-06,2024-05-20,1,Size Issue,81.59,14.46,-55.03,South,66,3
O683,C58,P88,Toys,157.56,137.45,1,0.25,4,2024-05-24,,0,,118.17,-19.28,-19.28,South,69,5
O684,C157,P76,Sports,150.83,133.14,1,0.17,8,2023-07-13,,0,,125.19,-7.95,-7.95,West,40,30
O685,C82,P83,Beauty,116.28,83.89,1,0.11,6,2024-02-08,,0,,103.49,19.6,19.6,West,41,32
O686,C207,P87,Apparel,167.34,91.26,1,0.3,2,2024-03-19,,0,,117.14,25.88,25.88,East,37,11
O687,C274,P113,Home,175.96,112.63,2,0.24,4,2024-02-27,,0,,267.46,42.2,42.2,East,24,8
O688,C360,P166,Sports,66.37,34.04,1,0.28,3,2023-05-16,2023-05-28,1,Size Issue,47.79,13.75,-37.77,North,23,52
O689,C436,P98,Sports,203.99,172.73,1,0.03,5,2023-09-29,,0,,197.87,25.14,25.14,West,30,6
O690,C256,P87,Apparel,167.34,91.26,1,0.14,8,2023-10-16,,0,,143.91,52.65,52.65,North,51,15
O691,C32,P129,Home,95.63,56.9,1,0.22,1,2023-01-28,,0,,74.59,17.69,17.69,West,26,13
O692,C67,P58,Beauty,265.96,159.58,1,0.17,4,2023-03-12,,0,,220.75,61.17,61.17,South,19,5
O693,C5,P115,Electronics,31.85,22.06,1,0.24,9,2023-07-30,2023-08-08,1,Size Issue,24.21,2.15,-20.18,North,40,49
O694,C216,P8,Home,216.56,148.53,1,0.23,2,2023-05-15,,0,,166.75,18.22,18.22,South,69,17
O695,C84,P142,Electronics,66.34,39.88,2,0.24,6,2023-04-19,,0,,100.84,21.08,21.08,West,66,51
O696,C235,P68,Beauty,237.75,166.1,1,0.16,8,2023-02-07,2023-02-15,1,Size Issue,199.71,33.61,-123.66,East,42,3
O697,C77,P79,Beauty,61.02,42.54,1,0.27,5,2024-05-15,,0,,44.54,2.0,2.0,South,41,13
O698,C241,P13,Toys,129.2,78.08,1,0.2,3,2024-06-13,,0,,103.36,25.28,25.28,South,21,21
O699,C40,P102,Apparel,175.88,115.85,2,0.3,9,2023-04-25,,0,,246.23,14.53,14.53,North,40,34
O700,C255,P10,Sports,299.34,155.42,1,0.09,1,2023-03-22,,0,,272.4,116.98,116.98,North,55,38
O701,C60,P183,Home,275.41,190.62,1,0.21,6,2024-05-06,,0,,217.57,26.95,26.95,South,58,59
O702,C239,P142,Electronics,66.34,39.88,1,0.27,5,2024-01-07,,0,,48.43,8.55,8.55,West,60,28
O703,C379,P111,Home,105.92,91.42,1,0.1,4,2023-12-10,,0,,95.33,3.91,3.91,West,38,3
O704,C494,P120,Beauty,118.08,79.56,2,0.01,5,2024-05-05,,0,,233.8,74.68,74.68,East,37,40
O705,C348,P195,Apparel,174.15,135.26,1,0.06,3,2023-04-03,2023-04-11,1,Not as described,163.7,28.44,-103.07,North,64,40
O706,C63,P28,Apparel,125.66,103.6,1,0.14,6,2024-07-05,,0,,108.07,4.47,4.47,East,42,15
O707,C377,P53,Electronics,159.82,106.98,2,0.13,6,2024-07-26,,0,,278.09,64.13,64.13,West,40,40
O708,C157,P169,Beauty,50.12,37.14,1,0.2,1,2024-08-13,2024-08-20,1,Changed Mind,40.1,2.96,-28.53,West,40,30
O709,C75,P48,Beauty,167.02,146.09,1,0.05,9,2024-02-11,2024-02-24,1,Not as described,158.67,12.58,-92.62,South,61,28
O710,C319,P99,Apparel,260.61,217.71,1,0.18,8,2024-01-25,,0,,213.7,-4.01,-4.01,North,26,47
O711,C264,P79,Beauty,61.02,42.54,2,0.23,9,2024-04-19,,0,,93.97,8.89,8.89,West,39,15
O712,C461,P129,Home,95.63,56.9,1,0.14,6,2023-11-15,,0,,82.24,25.34,25.34,South,62,24
O713,C493,P161,Electronics,250.08,147.99,1,0.2,5,2023-05-24,,0,,200.06,52.07,52.07,South,25,18
O714,C277,P2,Sports,171.85,153.26,1,0.06,3,2023-01-22,,0,,161.54,8.28,8.28,East,34,46
O715,C183,P82,Toys,61.86,45.84,1,0.24,7,2023-02-14,,0,,47.01,1.17,1.17,South,35,22
O716,C114,P57,Electronics,171.91,94.74,1,0.26,7,2023-09-08,2023-09-11,1,Changed Mind,127.21,32.47,-86.84,West,66,38
O717,C372,P13,Toys,129.2,78.08,1,0.28,4,2024-08-22,,0,,93.02,14.94,14.94,West,49,34
O718,C466,P104,Apparel,22.65,12.65,1,0.22,4,2023-12-19,,0,,17.67,5.02,5.02,North,35,44
O719,C286,P104,Apparel,22.65,12.65,1,0.01,1,2024-02-11,,0,,22.42,9.77,9.77,West,53,58
O720,C60,P30,Home,241.52,181.23,1,0.16,1,2023-12-07,,0,,202.88,21.65,21.65,South,58,59
O721,C49,P19,Electronics,139.86,104.38,1,0.08,8,2023-06-20,,0,,128.67,24.29,24.29,South,18,3
O722,C344,P147,Beauty,18.01,11.13,1,0.17,5,2024-04-26,,0,,14.95,3.82,3.82,South,66,28
O723,C271,P119,Apparel,150.73,95.28,1,0.09,2,2024-07-12,,0,,137.16,41.88,41.88,West,51,17
O724,C112,P89,Sports,194.54,173.08,2,0.15,5,2023-10-03,,0,,330.72,-15.44,-15.44,West,47,36
O725,C139,P113,Home,175.96,112.63,1,0.06,3,2023-08-18,,0,,165.4,52.77,52.77,North,20,39
O726,C400,P102,Apparel,175.88,115.85,1,0.22,2,2024-04-05,,0,,137.19,21.34,21.34,North,56,20
O727,C471,P154,Sports,253.29,132.51,1,0.16,1,2023-06-22,,0,,212.76,80.25,80.25,East,63,51
O728,C442,P17,Toys,207.4,148.45,2,0.22,2,2023-03-13,,0,,323.54,26.64,26.64,North,63,56
O729,C426,P93,Electronics,151.16,108.59,2,0.15,1,2024-03-14,,0,,256.97,39.79,39.79,West,33,45
O730,C228,P162,Electronics,88.75,53.82,1,0.15,4,2024-01-10,,0,,75.44,21.62,21.62,North,68,2
O731,C469,P85,Toys,219.07,192.45,1,0.25,9,2023-08-08,,0,,164.3,-28.15,-28.15,North,65,50
O732,C431,P73,Electronics,292.36,258.28,1,0.1,8,2023-04-02,,0,,263.12,4.84,4.84,South,52,55
O733,C453,P198,Beauty,109.15,94.44,1,0.25,6,2023-01-14,,0,,81.86,-12.58,-12.58,North,42,33
O734,C122,P194,Sports,23.84,12.64,1,0.27,4,2023-11-22,,0,,17.4,4.76,4.76,North,18,31
O735,C129,P170,Beauty,48.5,29.51,2,0.23,2,2023-08-16,,0,,74.69,15.67,15.67,North,66,30
O736,C20,P86,Beauty,99.34,80.72,1,0.01,9,2024-02-29,,0,,98.35,17.63,17.63,West,29,49
